contractId,subscriptionYear,policyYear,propertyType,surface,riskZone,formula,franchise,premiumHT,brokerCommission,coverageStartDate,coverageEndDate,cancellationDate,cancellationReason
MRH_2022_01157,2022,0,Maison,127,4,Essentielle,500,297.22,59.44,2022-09-07,2023-09-06,,
MRH_2022_01157,2022,1,Maison,127,4,Essentielle,500,306.14,61.23,2023-09-07,2024-09-06,,
MRH_2022_01157,2022,2,Maison,127,4,Essentielle,500,262.63,52.53,2024-09-07,2025-07-07,2025-07-07,Insatisfaction service
MRH_2022_01158,2022,0,Appartement,52,2,Premium,500,202.24,40.45,2022-02-05,2023-02-04,,
MRH_2022_01158,2022,1,Appartement,52,2,Premium,500,208.31,41.66,2023-02-05,2024-02-04,,
MRH_2022_01158,2022,2,Appartement,52,2,Premium,500,214.56,42.91,2024-02-05,2025-02-04,,
MRH_2022_01159,2022,0,Appartement,55,2,Confort,500,159.5,31.9,2022-08-01,2023-07-31,,
MRH_2022_01159,2022,1,Appartement,55,2,Confort,500,164.28,32.86,2023-08-01,2024-07-31,,
MRH_2022_01159,2022,2,Appartement,55,2,Confort,500,98.75,19.75,2024-08-01,2025-03-01,2025-03-01,Déménagement
MRH_2022_01160,2022,0,Maison,85,3,Essentielle,300,227.38,45.48,2022-10-17,2023-10-16,,
MRH_2022_01160,2022,1,Maison,85,3,Essentielle,300,234.2,46.84,2023-10-17,2024-10-16,,
MRH_2022_01160,2022,2,Maison,85,3,Essentielle,300,241.23,48.25,2024-10-17,2025-10-16,,
MRH_2022_01161,2022,0,Maison,129,4,Essentielle,150,358.6,71.72,2022-08-26,2023-08-25,,
MRH_2022_01161,2022,1,Maison,129,4,Essentielle,150,369.36,73.87,2023-08-26,2024-08-25,,
MRH_2022_01161,2022,2,Maison,129,4,Essentielle,150,380.44,76.09,2024-08-26,2025-08-25,,
MRH_2022_01162,2022,0,Maison,110,1,Essentielle,150,242.4,48.48,2022-06-20,2023-06-19,,
MRH_2022_01162,2022,1,Maison,110,1,Essentielle,150,105.34,21.07,2023-06-20,2023-11-20,2023-11-20,Vente du bien
MRH_2022_01163,2022,0,Appartement,60,3,Confort,150,209.0,41.8,2022-12-07,2023-12-06,,
MRH_2022_01163,2022,1,Appartement,60,3,Confort,150,215.27,43.05,2023-12-07,2024-12-06,,
MRH_2022_01163,2022,2,Appartement,60,3,Confort,150,221.73,44.35,2024-12-07,2025-12-06,,
MRH_2022_01164,2022,0,Maison,132,1,Premium,300,373.49,74.7,2022-05-21,2023-05-20,,
MRH_2022_01164,2022,1,Maison,132,1,Premium,300,384.69,76.94,2023-05-21,2024-05-20,,
MRH_2022_01164,2022,2,Maison,132,1,Premium,300,396.24,79.25,2024-05-21,2025-05-20,,
MRH_2022_01165,2022,0,Appartement,27,1,Essentielle,150,111.66,22.33,2022-09-04,2023-09-03,,
MRH_2022_01165,2022,1,Appartement,27,1,Essentielle,150,115.01,23.0,2023-09-04,2024-09-03,,
MRH_2022_01165,2022,2,Appartement,27,1,Essentielle,150,118.46,23.69,2024-09-04,2025-09-03,,
MRH_2022_01166,2022,0,Appartement,68,3,Confort,150,222.2,44.44,2022-05-13,2023-05-12,,
MRH_2022_01166,2022,1,Appartement,68,3,Confort,150,228.87,45.77,2023-05-13,2024-05-12,,
MRH_2022_01166,2022,2,Appartement,68,3,Confort,150,235.73,47.15,2024-05-13,2025-05-12,,
MRH_2022_01167,2022,0,Appartement,76,3,Confort,150,235.4,47.08,2022-07-05,2023-07-04,,
MRH_2022_01167,2022,1,Appartement,76,3,Confort,150,242.46,48.49,2023-07-05,2024-07-04,,
MRH_2022_01167,2022,2,Appartement,76,3,Confort,150,249.74,49.95,2024-07-05,2025-07-04,,
MRH_2022_01168,2022,0,Maison,94,3,Essentielle,300,238.85,47.77,2022-08-16,2023-08-15,,
MRH_2022_01168,2022,1,Maison,94,3,Essentielle,300,246.02,49.2,2023-08-16,2024-08-15,,
MRH_2022_01168,2022,2,Maison,94,3,Essentielle,300,253.4,50.68,2024-08-16,2025-08-15,,
MRH_2022_01169,2022,0,Maison,60,2,Confort,150,240.35,48.07,2022-08-14,2023-08-13,,
MRH_2022_01169,2022,1,Maison,60,2,Confort,150,247.56,49.51,2023-08-14,2024-08-13,,
MRH_2022_01169,2022,2,Maison,60,2,Confort,150,254.99,51.0,2024-08-14,2025-08-13,,
MRH_2022_01170,2022,0,Appartement,66,1,Confort,300,169.15,33.83,2022-01-21,2023-01-20,,
MRH_2022_01170,2022,1,Appartement,66,1,Confort,300,174.22,34.84,2023-01-21,2024-01-20,,
MRH_2022_01170,2022,2,Appartement,66,1,Confort,300,179.45,35.89,2024-01-21,2025-01-20,,
MRH_2022_01171,2022,0,Appartement,84,1,Premium,500,229.75,45.95,2022-05-01,2023-04-30,,
MRH_2022_01171,2022,1,Appartement,84,1,Premium,500,236.64,47.33,2023-05-01,2024-04-30,,
MRH_2022_01171,2022,2,Appartement,84,1,Premium,500,243.74,48.75,2024-05-01,2025-04-30,,
MRH_2022_01172,2022,0,Maison,99,3,Essentielle,500,225.61,45.12,2022-09-03,2023-09-02,,
MRH_2022_01172,2022,1,Maison,99,3,Essentielle,500,232.38,46.48,2023-09-03,2024-09-02,,
MRH_2022_01172,2022,2,Maison,99,3,Essentielle,500,239.35,47.87,2024-09-03,2025-09-02,,
MRH_2022_01173,2022,0,Maison,79,4,Essentielle,300,252.68,50.54,2022-07-03,2023-07-02,,
MRH_2022_01173,2022,1,Maison,79,4,Essentielle,300,260.26,52.05,2023-07-03,2024-07-02,,
MRH_2022_01173,2022,2,Maison,79,4,Essentielle,300,268.07,53.61,2024-07-03,2025-07-02,,
MRH_2022_01174,2022,0,Appartement,54,3,Confort,300,181.0,36.2,2022-03-23,2023-03-22,,
MRH_2022_01174,2022,1,Appartement,54,3,Confort,300,186.43,37.29,2023-03-23,2024-03-22,,
MRH_2022_01174,2022,2,Appartement,54,3,Confort,300,192.02,38.4,2024-03-23,2025-03-22,,
MRH_2022_01175,2022,0,Appartement,46,1,Premium,300,186.75,37.35,2022-04-04,2023-04-03,,
MRH_2022_01175,2022,1,Appartement,46,1,Premium,300,192.35,38.47,2023-04-04,2024-04-03,,
MRH_2022_01175,2022,2,Appartement,46,1,Premium,300,198.12,39.62,2024-04-04,2025-04-03,,
MRH_2022_01176,2022,0,Maison,92,2,Essentielle,300,224.48,44.9,2022-02-06,2023-02-05,,
MRH_2022_01176,2022,1,Maison,92,2,Essentielle,300,231.21,46.24,2023-02-06,2024-02-05,,
MRH_2022_01176,2022,2,Maison,92,2,Essentielle,300,238.15,47.63,2024-02-06,2025-02-05,,
MRH_2022_01177,2022,0,Maison,132,2,Essentielle,150,300.23,60.05,2022-08-25,2023-08-24,,
MRH_2022_01177,2022,1,Maison,132,2,Essentielle,150,309.24,61.85,2023-08-25,2024-08-24,,
MRH_2022_01177,2022,2,Maison,132,2,Essentielle,150,318.51,63.7,2024-08-25,2025-08-24,,
MRH_2022_01178,2022,0,Appartement,60,2,Essentielle,500,141.15,28.23,2022-07-05,2023-07-04,,
MRH_2022_01178,2022,1,Appartement,60,2,Essentielle,500,145.38,29.08,2023-07-05,2024-07-04,,
MRH_2022_01178,2022,2,Appartement,60,2,Essentielle,500,149.75,29.95,2024-07-05,2025-07-04,,
MRH_2022_01179,2022,0,Appartement,64,2,Essentielle,300,158.27,31.65,2022-07-27,2023-07-26,,
MRH_2022_01179,2022,1,Appartement,64,2,Essentielle,300,163.02,32.6,2023-07-27,2024-07-26,,
MRH_2022_01179,2022,2,Appartement,64,2,Essentielle,300,167.91,33.58,2024-07-27,2025-07-26,,
MRH_2022_01180,2022,0,Appartement,91,1,Premium,150,287.47,57.49,2022-04-02,2023-04-01,,
MRH_2022_01180,2022,1,Appartement,91,1,Premium,150,296.09,59.22,2023-04-02,2024-04-01,,
MRH_2022_01180,2022,2,Appartement,91,1,Premium,150,304.98,61.0,2024-04-02,2025-04-01,,
MRH_2022_01181,2022,0,Appartement,38,1,Essentielle,500,104.36,20.87,2022-04-27,2023-04-26,,
MRH_2022_01181,2022,1,Appartement,38,1,Essentielle,500,107.49,21.5,2023-04-27,2024-04-26,,
MRH_2022_01181,2022,2,Appartement,38,1,Essentielle,500,110.72,22.14,2024-04-27,2025-04-26,,
MRH_2022_01182,2022,0,Appartement,82,2,Premium,300,275.41,55.08,2022-02-15,2023-02-14,,
MRH_2022_01182,2022,1,Appartement,82,2,Premium,300,283.67,56.73,2023-02-15,2024-02-14,,
MRH_2022_01182,2022,2,Appartement,82,2,Premium,300,292.18,58.44,2024-02-15,2025-02-14,,
MRH_2022_01183,2022,0,Appartement,103,2,Essentielle,300,205.51,41.1,2022-01-20,2023-01-19,,
MRH_2022_01183,2022,1,Appartement,103,2,Essentielle,300,211.68,42.34,2023-01-20,2024-01-19,,
MRH_2022_01183,2022,2,Appartement,103,2,Essentielle,300,91.4,18.28,2024-01-20,2024-06-20,2024-06-20,Concurrent moins cher
MRH_2022_01184,2022,0,Appartement,85,2,Premium,300,280.96,56.19,2022-05-03,2023-05-02,,
MRH_2022_01184,2022,1,Appartement,85,2,Premium,300,289.39,57.88,2023-05-03,2024-05-02,,
MRH_2022_01184,2022,2,Appartement,85,2,Premium,300,298.07,59.61,2024-05-03,2025-05-02,,
MRH_2022_01185,2022,0,Appartement,48,3,Confort,150,189.2,37.84,2022-10-16,2023-10-15,,
MRH_2022_01185,2022,1,Appartement,48,3,Confort,150,194.88,38.98,2023-10-16,2024-10-15,,
MRH_2022_01185,2022,2,Appartement,48,3,Confort,150,200.72,40.14,2024-10-16,2025-10-15,,
MRH_2022_01186,2022,0,Maison,97,1,Confort,300,242.67,48.53,2022-06-25,2023-06-24,,
MRH_2022_01186,2022,1,Maison,97,1,Confort,300,84.23,16.85,2023-06-25,2023-10-25,2023-10-25,Vente du bien
MRH_2022_01187,2022,0,Maison,87,5,Essentielle,500,285.57,57.11,2022-02-26,2023-02-25,,
MRH_2022_01187,2022,1,Maison,87,5,Essentielle,500,294.14,58.83,2023-02-26,2024-02-25,,
MRH_2022_01187,2022,2,Maison,87,5,Essentielle,500,302.96,60.59,2024-02-26,2025-02-25,,
MRH_2022_01188,2022,0,Maison,179,4,Essentielle,150,439.24,87.85,2022-07-20,2023-07-19,,
MRH_2022_01188,2022,1,Maison,179,4,Essentielle,150,452.42,90.48,2023-07-20,2024-07-19,,
MRH_2022_01188,2022,2,Maison,179,4,Essentielle,150,465.99,93.2,2024-07-20,2025-07-19,,
MRH_2022_01189,2022,0,Maison,99,3,Essentielle,500,225.61,45.12,2022-09-08,2023-09-07,,
MRH_2022_01189,2022,1,Maison,99,3,Essentielle,500,232.38,46.48,2023-09-08,2024-09-07,,
MRH_2022_01189,2022,2,Maison,99,3,Essentielle,500,239.35,47.87,2024-09-08,2025-09-07,,
MRH_2022_01190,2022,0,Appartement,66,4,Premium,150,327.26,65.45,2022-01-01,2022-12-31,,
MRH_2022_01190,2022,1,Appartement,66,4,Premium,150,337.08,67.42,2023-01-01,2023-12-31,,
MRH_2022_01190,2022,2,Appartement,66,4,Premium,150,347.19,69.44,2024-01-01,2024-12-31,,
MRH_2022_01191,2022,0,Appartement,89,3,Confort,150,256.85,51.37,2022-07-25,2023-07-24,,
MRH_2022_01191,2022,1,Appartement,89,3,Confort,150,264.56,52.91,2023-07-25,2024-07-24,,
MRH_2022_01191,2022,2,Appartement,89,3,Confort,150,272.49,54.5,2024-07-25,2025-07-24,,
MRH_2022_01192,2022,0,Maison,73,3,Essentielle,150,233.28,46.66,2022-10-12,2023-10-11,,
MRH_2022_01192,2022,1,Maison,73,3,Essentielle,150,240.28,48.06,2023-10-12,2024-10-11,,
MRH_2022_01192,2022,2,Maison,73,3,Essentielle,150,247.49,49.5,2024-10-12,2025-10-11,,
MRH_2022_01193,2022,0,Maison,121,1,Confort,150,300.6,60.12,2022-01-28,2023-01-27,,
MRH_2022_01193,2022,1,Maison,121,1,Confort,150,309.62,61.92,2023-01-28,2024-01-27,,
MRH_2022_01193,2022,2,Maison,121,1,Confort,150,318.91,63.78,2024-01-28,2025-01-27,,
MRH_2022_01194,2022,0,Appartement,75,1,Essentielle,150,168.88,33.78,2022-06-12,2023-06-11,,
MRH_2022_01194,2022,1,Appartement,75,1,Essentielle,150,173.95,34.79,2023-06-12,2024-06-11,,
MRH_2022_01194,2022,2,Appartement,75,1,Essentielle,150,179.16,35.83,2024-06-12,2025-06-11,,
MRH_2022_01195,2022,0,Maison,147,3,Confort,150,396.55,79.31,2022-05-18,2023-05-17,,
MRH_2022_01195,2022,1,Maison,147,3,Confort,150,408.45,81.69,2023-05-18,2024-05-17,,
MRH_2022_01195,2022,2,Maison,147,3,Confort,150,420.7,84.14,2024-05-18,2025-05-17,,
MRH_2022_01196,2022,0,Maison,149,4,Premium,500,499.96,99.99,2022-12-10,2023-12-09,,
MRH_2022_01196,2022,1,Maison,149,4,Premium,500,514.96,102.99,2023-12-10,2024-12-09,,
MRH_2022_01196,2022,2,Maison,149,4,Premium,500,530.41,106.08,2024-12-10,2025-12-09,,
MRH_2022_01197,2022,0,Appartement,47,2,Confort,150,178.17,35.63,2022-01-12,2023-01-11,,
MRH_2022_01197,2022,1,Appartement,47,2,Confort,150,183.52,36.7,2023-01-12,2024-01-11,,
MRH_2022_01197,2022,2,Appartement,47,2,Confort,150,189.02,37.8,2024-01-12,2025-01-11,,
MRH_2022_01198,2022,0,Maison,79,2,Essentielle,300,208.74,41.75,2022-09-08,2023-09-07,,
MRH_2022_01198,2022,1,Maison,79,2,Essentielle,300,215.0,43.0,2023-09-08,2024-09-07,,
MRH_2022_01198,2022,2,Maison,79,2,Essentielle,300,221.45,44.29,2024-09-08,2025-09-07,,
MRH_2022_01199,2022,0,Appartement,58,1,Essentielle,500,124.3,24.86,2022-11-25,2023-11-24,,
MRH_2022_01199,2022,1,Appartement,58,1,Essentielle,500,128.03,25.61,2023-11-25,2024-11-24,,
MRH_2022_01199,2022,2,Appartement,58,1,Essentielle,500,131.87,26.37,2024-11-25,2025-11-24,,
MRH_2022_01200,2022,0,Appartement,21,1,Essentielle,500,87.41,17.48,2022-05-27,2023-05-26,,
MRH_2022_01200,2022,1,Appartement,21,1,Essentielle,500,90.03,18.01,2023-05-27,2024-05-26,,
MRH_2022_01200,2022,2,Appartement,21,1,Essentielle,500,77.49,15.5,2024-05-27,2025-03-27,2025-03-27,Insatisfaction service
MRH_2023_01201,2023,0,Appartement,81,1,Essentielle,300,160.03,32.01,2023-11-14,2024-11-13,,
MRH_2023_01201,2023,1,Appartement,81,1,Essentielle,300,164.83,32.97,2024-11-14,2025-11-13,,
MRH_2023_01202,2023,0,Maison,90,1,Confort,150,257.12,51.42,2023-10-25,2024-10-24,,
MRH_2023_01202,2023,1,Maison,90,1,Confort,150,264.83,52.97,2024-10-25,2025-10-24,,
MRH_2023_01203,2023,0,Maison,180,3,Confort,300,410.0,82.0,2023-12-27,2024-12-26,,
MRH_2023_01203,2023,1,Maison,180,3,Confort,300,422.3,84.46,2024-12-27,2025-12-26,,
MRH_2023_01204,2023,0,Maison,79,4,Premium,150,425.1,85.02,2023-02-18,2024-02-17,,
MRH_2023_01204,2023,1,Maison,79,4,Premium,150,437.85,87.57,2024-02-18,2025-02-17,,
MRH_2023_01205,2023,0,Maison,85,5,Confort,300,361.12,72.22,2023-03-13,2024-03-12,,
MRH_2023_01205,2023,1,Maison,85,5,Confort,300,371.95,74.39,2024-03-13,2025-03-12,,
MRH_2023_01206,2023,0,Maison,50,2,Premium,300,265.53,53.11,2023-11-09,2024-11-08,,
MRH_2023_01206,2023,1,Maison,50,2,Premium,300,273.5,54.7,2024-11-09,2025-11-08,,
MRH_2023_01207,2023,0,Appartement,43,2,Confort,300,156.28,31.26,2023-05-22,2024-05-21,,
MRH_2023_01207,2023,1,Appartement,43,2,Confort,300,160.97,32.19,2024-05-22,2025-05-21,,
MRH_2023_01208,2023,0,Maison,110,4,Essentielle,300,298.14,59.63,2023-10-22,2024-10-21,,
MRH_2023_01208,2023,1,Maison,110,4,Essentielle,300,307.08,61.42,2024-10-22,2025-10-21,,
MRH_2023_01209,2023,0,Appartement,77,3,Confort,300,215.5,43.1,2023-08-21,2024-08-20,,
MRH_2023_01209,2023,1,Appartement,77,3,Confort,300,221.97,44.39,2024-08-21,2025-08-20,,
MRH_2023_01210,2023,0,Appartement,90,1,Premium,300,259.68,51.94,2023-10-18,2024-10-17,,
MRH_2023_01210,2023,1,Appartement,90,1,Premium,300,267.47,53.49,2024-10-18,2025-10-17,,
MRH_2023_01211,2023,0,Appartement,83,2,Premium,300,277.26,55.45,2023-04-21,2024-04-20,,
MRH_2023_01211,2023,1,Appartement,83,2,Premium,300,285.58,57.12,2024-04-21,2025-04-20,,
MRH_2023_01212,2023,0,Maison,181,3,Essentielle,150,384.75,76.95,2023-03-22,2024-03-21,,
MRH_2023_01212,2023,1,Maison,181,3,Essentielle,150,396.29,79.26,2024-03-22,2025-03-21,,
MRH_2023_01213,2023,0,Appartement,51,2,Premium,300,217.98,43.6,2023-05-01,2024-04-30,,
MRH_2023_01213,2023,1,Appartement,51,2,Premium,300,224.52,44.9,2024-05-01,2025-04-30,,
MRH_2023_01214,2023,0,Maison,166,2,Confort,300,369.55,73.91,2023-06-04,2024-06-03,,
MRH_2023_01214,2023,1,Maison,166,2,Confort,300,380.64,76.13,2024-06-04,2025-06-03,,
MRH_2023_01215,2023,0,Appartement,46,2,Confort,500,147.71,29.54,2023-02-21,2024-02-20,,
MRH_2023_01215,2023,1,Appartement,46,2,Confort,500,152.14,30.43,2024-02-21,2025-02-20,,
MRH_2023_01216,2023,0,Appartement,63,1,Confort,300,165.32,33.06,2023-06-14,2024-06-13,,
MRH_2023_01216,2023,1,Appartement,63,1,Confort,300,170.28,34.06,2024-06-14,2025-06-13,,
MRH_2023_01217,2023,0,Appartement,84,1,Confort,300,192.1,38.42,2023-03-19,2024-03-18,,
MRH_2023_01217,2023,1,Appartement,84,1,Confort,300,166.42,33.28,2024-03-19,2025-01-19,2025-01-19,Prix trop élevé
MRH_2023_01218,2023,0,Maison,108,3,Confort,300,302.0,60.4,2023-04-13,2024-04-12,,
MRH_2023_01218,2023,1,Maison,108,3,Confort,300,311.06,62.21,2024-04-13,2025-04-12,,
MRH_2023_01219,2023,0,Appartement,61,5,Essentielle,150,241.72,48.34,2023-04-19,2024-04-18,,
MRH_2023_01219,2023,1,Appartement,61,5,Essentielle,150,248.97,49.79,2024-04-19,2025-04-18,,
MRH_2023_01220,2023,0,Appartement,40,3,Confort,150,176.0,35.2,2023-09-26,2024-09-25,,
MRH_2023_01220,2023,1,Appartement,40,3,Confort,150,120.69,24.14,2024-09-26,2025-05-26,2025-05-26,Vente du bien
MRH_2023_01221,2023,0,Appartement,58,3,Premium,300,243.1,48.62,2023-04-26,2024-04-25,,
MRH_2023_01221,2023,1,Appartement,58,3,Premium,300,250.39,50.08,2024-04-26,2025-04-25,,
MRH_2023_01222,2023,0,Appartement,80,3,Confort,150,242.0,48.4,2023-12-08,2024-12-07,,
MRH_2023_01222,2023,1,Appartement,80,3,Confort,150,249.26,49.85,2024-12-08,2025-12-07,,
MRH_2023_01223,2023,0,Maison,106,3,Essentielle,300,254.15,50.83,2023-11-16,2024-11-15,,
MRH_2023_01223,2023,1,Maison,106,3,Essentielle,300,261.77,52.35,2024-11-16,2025-11-15,,
MRH_2023_01224,2023,0,Appartement,70,3,Confort,300,205.0,41.0,2023-09-08,2024-09-07,,
MRH_2023_01224,2023,1,Appartement,70,3,Confort,300,211.15,42.23,2024-09-08,2025-09-07,,
MRH_2023_01225,2023,0,Appartement,53,2,Essentielle,300,144.95,28.99,2023-02-03,2024-02-02,,
MRH_2023_01225,2023,1,Appartement,53,2,Essentielle,300,149.3,29.86,2024-02-03,2025-02-02,,
MRH_2023_01226,2023,0,Appartement,58,1,Confort,300,158.95,31.79,2023-03-15,2024-03-14,,
MRH_2023_01226,2023,1,Appartement,58,1,Confort,300,27.81,5.56,2024-03-15,2024-05-15,2024-05-15,Insatisfaction service
MRH_2023_01227,2023,0,Appartement,20,3,Essentielle,150,121.55,24.31,2023-07-01,2024-06-30,,
MRH_2023_01227,2023,1,Appartement,20,3,Essentielle,150,125.2,25.04,2024-07-01,2025-06-30,,
MRH_2023_01228,2023,0,Maison,88,1,Premium,500,276.52,55.3,2023-07-12,2024-07-11,,
MRH_2023_01228,2023,1,Maison,88,1,Premium,500,284.82,56.96,2024-07-12,2025-07-11,,
MRH_2023_01229,2023,0,Maison,121,2,Premium,300,397.05,79.41,2023-10-20,2024-10-19,,
MRH_2023_01229,2023,1,Maison,121,2,Premium,300,408.96,81.79,2024-10-20,2025-10-19,,
MRH_2023_01230,2023,0,Maison,153,1,Confort,300,314.07,62.81,2023-08-14,2024-08-13,,
MRH_2023_01230,2023,1,Maison,153,1,Confort,300,323.49,64.7,2024-08-14,2025-08-13,,
MRH_2023_01231,2023,0,Maison,58,3,Confort,150,249.7,49.94,2023-03-01,2024-02-29,,
MRH_2023_01231,2023,1,Maison,58,3,Confort,150,257.19,51.44,2024-03-01,2025-02-28,,
MRH_2023_01232,2023,0,Appartement,81,3,Confort,500,203.78,40.76,2023-03-17,2024-03-16,,
MRH_2023_01232,2023,1,Appartement,81,3,Confort,500,209.89,41.98,2024-03-17,2025-03-16,,
MRH_2023_01233,2023,0,Appartement,67,3,Essentielle,500,156.79,31.36,2023-05-11,2024-05-10,,
MRH_2023_01233,2023,1,Appartement,67,3,Essentielle,500,161.49,32.3,2024-05-11,2025-05-10,,
MRH_2023_01234,2023,0,Maison,91,5,Essentielle,300,317.28,63.46,2023-07-17,2024-07-16,,
MRH_2023_01234,2023,1,Maison,91,5,Essentielle,300,326.8,65.36,2024-07-17,2025-07-16,,
MRH_2023_01235,2023,0,Maison,105,2,Essentielle,500,221.01,44.2,2023-08-08,2024-08-07,,
MRH_2023_01235,2023,1,Maison,105,2,Essentielle,500,227.64,45.53,2024-08-08,2025-08-07,,
MRH_2023_01236,2023,0,Appartement,86,5,Premium,150,442.08,88.42,2023-04-22,2024-04-21,,
MRH_2023_01236,2023,1,Appartement,86,5,Premium,150,455.34,91.07,2024-04-22,2025-04-21,,
MRH_2023_01237,2023,0,Appartement,36,2,Confort,150,160.93,32.19,2023-09-18,2024-09-17,,
MRH_2023_01237,2023,1,Appartement,36,2,Confort,150,165.76,33.15,2024-09-18,2025-09-17,,
MRH_2023_01238,2023,0,Appartement,55,4,Essentielle,300,178.39,35.68,2023-05-19,2024-05-18,,
MRH_2023_01238,2023,1,Appartement,55,4,Essentielle,300,183.74,36.75,2024-05-19,2025-05-18,,
MRH_2023_01239,2023,0,Appartement,84,5,Confort,150,335.61,67.12,2023-08-14,2024-08-13,,
MRH_2023_01239,2023,1,Appartement,84,5,Confort,150,345.68,69.14,2024-08-14,2025-08-13,,
MRH_2023_01240,2023,0,Appartement,84,1,Essentielle,150,179.61,35.92,2023-06-26,2024-06-25,,
MRH_2023_01240,2023,1,Appartement,84,1,Essentielle,150,185.0,37.0,2024-06-26,2025-06-25,,
MRH_2023_01241,2023,0,Maison,114,3,Essentielle,150,290.78,58.16,2023-12-23,2024-12-22,,
MRH_2023_01241,2023,1,Maison,114,3,Essentielle,150,299.5,59.9,2024-12-23,2025-12-22,,
MRH_2023_01242,2023,0,Maison,84,3,Premium,300,345.8,69.16,2023-04-27,2024-04-26,,
MRH_2023_01242,2023,1,Maison,84,3,Premium,300,356.17,71.23,2024-04-27,2025-04-26,,
MRH_2023_01243,2023,0,Maison,51,3,Essentielle,500,169.3,33.86,2023-04-22,2024-04-21,,
MRH_2023_01243,2023,1,Maison,51,3,Essentielle,500,174.38,34.88,2024-04-22,2025-04-21,,
MRH_2023_01244,2023,0,Appartement,21,3,Essentielle,500,102.83,20.57,2023-05-05,2024-05-04,,
MRH_2023_01244,2023,1,Appartement,21,3,Essentielle,500,105.91,21.18,2024-05-05,2025-05-04,,
MRH_2023_01245,2023,0,Maison,195,3,Essentielle,150,404.39,80.88,2023-08-18,2024-08-17,,
MRH_2023_01245,2023,1,Maison,195,3,Essentielle,150,416.52,83.3,2024-08-18,2025-08-17,,
MRH_2023_01246,2023,0,Maison,96,1,Confort,500,222.09,44.42,2023-11-19,2024-11-18,,
MRH_2023_01246,2023,1,Maison,96,1,Confort,500,228.75,45.75,2024-11-19,2025-11-18,,
MRH_2023_01247,2023,0,Appartement,20,4,Premium,300,194.35,38.87,2023-11-16,2024-11-15,,
MRH_2023_01247,2023,1,Appartement,20,4,Premium,300,200.18,40.04,2024-11-16,2025-11-15,,
MRH_2023_01248,2023,0,Maison,101,3,Confort,300,291.5,58.3,2023-02-08,2024-02-07,,
MRH_2023_01248,2023,1,Maison,101,3,Confort,300,300.25,60.05,2024-02-08,2025-02-07,,
MRH_2023_01249,2023,0,Maison,121,5,Essentielle,500,339.41,67.88,2023-02-06,2024-02-05,,
MRH_2023_01249,2023,1,Maison,121,5,Essentielle,500,349.59,69.92,2024-02-06,2025-02-05,,
MRH_2023_01250,2023,0,Appartement,44,1,Confort,300,141.1,28.22,2023-08-27,2024-08-26,,
MRH_2023_01250,2023,1,Appartement,44,1,Confort,300,145.33,29.07,2024-08-27,2025-08-26,,
MRH_2023_01251,2023,0,Appartement,49,2,Confort,500,151.64,30.33,2023-01-18,2024-01-17,,
MRH_2023_01251,2023,1,Appartement,49,2,Confort,500,156.19,31.24,2024-01-18,2025-01-17,,
MRH_2023_01252,2023,0,Appartement,74,2,Confort,500,184.41,36.88,2023-07-13,2024-07-12,,
MRH_2023_01252,2023,1,Appartement,74,2,Confort,500,189.94,37.99,2024-07-13,2025-07-12,,
MRH_2023_01253,2023,0,Appartement,47,3,Essentielle,500,133.33,26.67,2023-07-08,2024-07-07,,
MRH_2023_01253,2023,1,Appartement,47,3,Essentielle,500,137.33,27.47,2024-07-08,2025-07-07,,
MRH_2023_01254,2023,0,Appartement,66,2,Confort,300,189.05,37.81,2023-03-20,2024-03-19,,
MRH_2023_01254,2023,1,Appartement,66,2,Confort,300,194.72,38.94,2024-03-20,2025-03-19,,
MRH_2023_01255,2023,0,Maison,158,4,Essentielle,300,368.52,73.7,2023-09-03,2024-09-02,,
MRH_2023_01255,2023,1,Maison,158,4,Essentielle,300,379.58,75.92,2024-09-03,2025-09-02,,
MRH_2023_01256,2023,0,Appartement,68,2,Essentielle,300,163.11,32.62,2023-09-13,2024-09-12,,
MRH_2023_01256,2023,1,Appartement,68,2,Essentielle,300,168.0,33.6,2024-09-13,2025-09-12,,
MRH_2023_01257,2023,0,Appartement,82,2,Essentielle,300,180.07,36.01,2023-01-02,2024-01-01,,
MRH_2023_01257,2023,1,Appartement,82,2,Essentielle,300,185.47,37.09,2024-01-02,2025-01-01,,
MRH_2023_01258,2023,0,Maison,50,3,Confort,500,197.8,39.56,2023-01-06,2024-01-05,,
MRH_2023_01258,2023,1,Maison,50,3,Confort,500,203.73,40.75,2024-01-06,2025-01-05,,
MRH_2023_01259,2023,0,Appartement,39,1,Confort,500,123.95,24.79,2023-11-13,2024-11-12,,
MRH_2023_01259,2023,1,Appartement,39,1,Confort,500,127.67,25.53,2024-11-13,2025-11-12,,
MRH_2023_01260,2023,0,Maison,75,2,Essentielle,150,224.28,44.86,2023-09-24,2024-09-23,,
MRH_2023_01260,2023,1,Maison,75,2,Essentielle,150,231.01,46.2,2024-09-24,2025-09-23,,
MRH_2023_01261,2023,0,Maison,185,3,Premium,150,597.03,119.41,2023-12-19,2024-12-18,,
MRH_2023_01261,2023,1,Maison,185,3,Premium,150,614.94,122.99,2024-12-19,2025-12-18,,
MRH_2023_01262,2023,0,Appartement,70,3,Essentielle,300,174.25,34.85,2023-07-17,2024-07-16,,
